DATASET,Confidence,Support,COUNT_MCC,MIN_CC,AVG_CC,COUNT_NSP,COUNT_CC,MIN_MCC,MIN_LC,AVG_MCC,COUNT_NS,AVG_LC,MAX_LC,AVG_NSP,MIN_NSP,MAX_CC,MAX_MCC,COUNT_LC,MAX_NSP
lubm,>90, ≥ 1,137,1,3.018691588785046728971963,164,323,1,1,1,23,1,1,7.130434782608695652173913,1,14,1,57,15
lubm,>95, ≥ 1,136,1,3.018691588785046728971963,164,323,1,1,1,23,1,1,7.130434782608695652173913,1,14,1,57,15
lubm,>99, ≥ 1,136,1,3.018691588785046728971963,164,323,1,1,1,23,1,1,7.130434782608695652173913,1,14,1,57,15
